year,Player,Team,Pos,name,GSIS_ID,player_info
2010,Santonio Holmes,NYJ,WR,S.Holmes,00-0024240,"Santonio Holmes, WR"
2010,Seyi Ajirotutu,SD,WR,S.Ajirotutu,00-0027581,"Seyi Ajirotutu, WR"
2010,Sidney Rice,MIN,WR,S.Rice,00-0025431,"Sidney Rice, WR"
2010,Stefan Logan,DET,WR,S.Logan,00-0026491,"Stefan Logan, WR"
2010,Stephen Williams,ARI,WR,S.Williams,00-0027349,"Stephen Williams, WR"
2010,Steve Breaston,ARI,WR,S.Breaston,00-0025529,"Steve Breaston, WR"
2010,Steve Johnson,BUF,WR,S.Johnson,00-0026364,"Steve Johnson, WR"
2010,Steve Smith,CAR,WR,S.Smith,00-0020337,"Steve Smith, WR"
2010,Steve Smith,NYG,WR,S.Smith,00-0025438,"Steve Smith, WR"
2010,T.J. Houshmandzadeh,BAL,WR,T.Houshmandzadeh,00-0020438,"T.J. Houshmandzadeh, WR"
2010,Taylor Price,NE,WR,T.Price,00-0027693,"Taylor Price, WR"
2010,Ted Ginn,SF,WR,T.Ginn,00-0025396,"Ted Ginn, WR"
2010,Terrance Copper,KC,WR,T.Copper,00-0022388,"Terrance Copper, WR"
2010,Terrell Owens,CIN,WR,T.Owens,00-0012478,"Terrell Owens, WR"
2010,Terrence Austin,WAS,WR,T.Austin,00-0027813,"Terrence Austin, WR"
2010,Tiquan Underwood,JAC,WR,T.Underwood,00-0027156,"Tiquan Underwood, WR"
2010,Verran Tucker,KC,WR,V.Tucker,00-0027429,"Verran Tucker, WR"
2010,Vincent Jackson,SD,WR,V.Jackson,00-0023496,"Vincent Jackson, WR"
2010,Wes Welker,NE,WR,W.Welker,00-0022427,"Wes Welker, WR"
2010,Aaron Hernandez,NE,TE,A.Hernandez,00-0027713,"Aaron Hernandez, TE"
2010,Alex Smith,CLE,TE,A.Smith,00-0023506,"Alex Smith, TE"
2010,Alge Crumpler,NE,TE,A.Crumpler,00-0020285,"Alge Crumpler, TE"
2010,Andrew Quarless,GB,TE,A.Quarless,00-0027753,"Andrew Quarless, TE"
2010,Anthony Fasano,MIA,TE,A.Fasano,00-0024268,"Anthony Fasano, TE"
2010,Antonio Gates,SD,TE,A.Gates,00-0021547,"Antonio Gates, TE"
2010,Bear Pascoe,NYG,TE,B.Pascoe,00-0026931,"Bear Pascoe, TE"
2010,Ben Hartsock,NYJ,TE,B.Hartsock,00-0022847,"Ben Hartsock, TE"
2010,Ben Patrick,ARI,TE,B.Patrick,00-0025602,"Ben Patrick, TE"
2010,Benjamin Watson,CLE,TE,B.Watson,00-0022943,"Benjamin Watson, TE"
2010,Billy Bajema,STL,TE,B.Bajema,00-0023679,"Billy Bajema, TE"
2010,Bo Scaife,TEN,TE,B.Scaife,00-0023612,"Bo Scaife, TE"
2010,Brandon Manumaleuna,CHI,TE,B.Manumaleuna,00-0020342,"Brandon Manumaleuna, TE"
2010,Brandon Myers,OAK,TE,B.Myers,00-0027135,"Brandon Myers, TE"
2010,Brandon Pettigrew,DET,TE,B.Pettigrew,00-0026996,"Brandon Pettigrew, TE"
2010,Brent Celek,PHI,TE,B.Celek,00-0025549,"Brent Celek, TE"
2010,Brody Eldridge,IND,TE,B.Eldridge,00-0027761,"Brody Eldridge, TE"
2010,Cameron Morrah,SEA,TE,C.Morrah,00-0026963,"Cameron Morrah, TE"
2010,Chase Coffman,CIN,TE,C.Coffman,00-0027069,"Chase Coffman, TE"
2010,Chris Baker,SEA,TE,C.Baker,00-0021213,"Chris Baker, TE"
2010,Chris Cooley,WAS,TE,C.Cooley,00-0022738,"Chris Cooley, TE"
2010,Clay Harbor,PHI,TE,C.Harbor,00-0027725,"Clay Harbor, TE"
2010,Craig Stevens,TEN,TE,C.Stevens,00-0026225,"Craig Stevens, TE"
2010,Dallas Clark,IND,TE,D.Clark,00-0022165,"Dallas Clark, TE"
2010,Dan Gronkowski,DEN,TE,D.Gronkowski,00-0027157,"Dan Gronkowski, TE"
2010,Daniel Coats,DEN,TE,D.Coats,00-0024607,"Daniel Coats, TE"
2010,Daniel Fells,STL,TE,D.Fells,00-0023752,"Daniel Fells, TE"
2010,Daniel Graham,DEN,TE,D.Graham,00-0021154,"Daniel Graham, TE"
2010,Dante Rosario,CAR,TE,D.Rosario,00-0025542,"Dante Rosario, TE"
2010,Darcy Johnson,STL,TE,D.Johnson,00-0023797,"Darcy Johnson, TE"
2010,David Johnson,PIT,TE,D.Johnson,00-0026957,"David Johnson, TE"
2010,David Martin,BUF,TE,D.Martin,00-0020332,"David Martin, TE"
2010,David Thomas,NO,TE,D.Thomas,00-0024301,"David Thomas, TE"
2010,Delanie Walker,SF,TE,D.Walker,00-0024389,"Delanie Walker, TE"
2010,Dennis Pitta,BAL,TE,D.Pitta,00-0027714,"Dennis Pitta, TE"
2010,Desmond Clark,CHI,TE,D.Clark,00-0003035,"Desmond Clark, TE"
2010,Donald Lee,GB,TE,D.Lee,00-0021929,"Donald Lee, TE"
2010,Dustin Keller,NYJ,TE,D.Keller,00-0026170,"Dustin Keller, TE"
2010,Ed Dickson,BAL,TE,E.Dickson,00-0027675,"Ed Dickson, TE"
2010,Evan Moore,CLE,TE,E.Moore,00-0026123,"Evan Moore, TE"
2010,Fendi Onobun,STL,TE,F.Onobun,00-0027769,"Fendi Onobun, TE"
2010,Fred Davis,WAS,TE,F.Davis,00-0026188,"Fred Davis, TE"
2010,Gary Barnidge,CAR,TE,G.Barnidge,00-0026281,"Gary Barnidge, TE"
2010,Gijon Robinson,IND,TE,G.Robinson,00-0024529,"Gijon Robinson, TE"
2010,Greg Olsen,CHI,TE,G.Olsen,00-0025418,"Greg Olsen, TE"
2010,Heath Miller,PIT,TE,H.Miller,00-0023465,"Heath Miller, TE"
2010,Jacob Tamme,IND,TE,J.Tamme,00-0026267,"Jacob Tamme, TE"
2010,Jake O'Connell,KC,TE,J.O'Connell,00-0027154,"Jake O'Connell, TE"
2010,James Casey,HOU,TE,J.Casey,00-0027109,"James Casey, TE"
2010,Jared Cook,TEN,TE,J.Cook,00-0027061,"Jared Cook, TE"
2010,Jason Witten,DAL,TE,J.Witten,00-0022127,"Jason Witten, TE"
2010,Jeff Cumberland,NYJ,TE,J.Cumberland,00-0027321,"Jeff Cumberland, TE"
2010,Jeff Dugan,MIN,TE,J.Dugan,00-0022746,"Jeff Dugan, TE"
2010,Jeff King,CAR,TE,J.King,00-0024369,"Jeff King, TE"
2010,Jeremy Shockey,NO,TE,J.Shockey,00-0021148,"Jeremy Shockey, TE"
2010,Jermaine Gresham,CIN,TE,J.Gresham,00-0027873,"Jermaine Gresham, TE"
2010,Jermichael Finley,GB,TE,J.Finley,00-0026231,"Jermichael Finley, TE"
2010,Jeron Mastrud,MIA,TE,J.Mastrud,00-0027445,"Jeron Mastrud, TE"
2010,Jerramy Stevens,TB,TE,J.Stevens,00-0021159,"Jerramy Stevens, TE"
2010,Jim Dray,ARI,TE,J.Dray,00-0027825,"Jim Dray, TE"
2010,Jimmy Graham,NO,TE,J.Graham,00-0027696,"Jimmy Graham, TE"
2010,Jimmy Kleinsasser,MIN,TE,J.Kleinsasser,00-0009323,"Jimmy Kleinsasser, TE"
2010,Joel Dreessen,HOU,TE,J.Dreessen,00-0023630,"Joel Dreessen, TE"
2010,John Carlson,SEA,TE,J.Carlson,00-0026178,"John Carlson, TE"
2010,John Gilmore,TB,TE,J.Gilmore,00-0021304,"John Gilmore, TE"
2010,Jonathan Stupar,BUF,TE,J.Stupar,00-0025864,"Jonathan Stupar, TE"
2010,Justin Peelle,ATL,TE,J.Peelle,00-0021227,"Justin Peelle, TE"
2010,Kellen Davis,CHI,TE,K.Davis,00-0026298,"Kellen Davis, TE"
2010,Kellen Winslow,TB,TE,K.Winslow,00-0022922,"Kellen Winslow, TE"
2010,Kevin Boss,NYG,TE,K.Boss,00-0025540,"Kevin Boss, TE"
2010,Kory Sperry,SD,TE,K.Sperry,00-0026757,"Kory Sperry, TE"
2010,Kris Wilson,SD,TE,K.Wilson,00-0022714,"Kris Wilson, TE"
2010,Leonard Pope,KC,TE,L.Pope,00-0024287,"Leonard Pope, TE"
2010,Logan Paulsen,WAS,TE,L.Paulsen,00-0027215,"Logan Paulsen, TE"
2010,Marcedes Lewis,JAC,TE,M.Lewis,00-0024243,"Marcedes Lewis, TE"
2010,Martellus Bennett,DAL,TE,M.Bennett,00-0026201,"Martellus Bennett, TE"
2010,Matt Spaeth,PIT,TE,M.Spaeth,00-0025464,"Matt Spaeth, TE"
2010,Matthew Mulligan,NYJ,TE,M.Mulligan,00-0026008,"Matthew Mulligan, TE"
2010,Michael Hoomanawanui,STL,TE,M.Hoomanawanui,00-0027732,"Michael Hoomanawanui, TE"
2010,Michael Palmer,ATL,TE,M.Palmer,00-0027202,"Michael Palmer, TE"
2010,Mickey Shuler,MIA,TE,M.Shuler,00-0027809,"Mickey Shuler, TE"
2010,Nate Byham,SF,TE,N.Byham,00-0027780,"Nate Byham, TE"
2010,Owen Daniels,HOU,TE,O.Daniels,00-0024313,"Owen Daniels, TE"
2010,Randy McMichael,SD,TE,R.McMichael,00-0021236,"Randy McMichael, TE"
2010,Reggie Kelly,CIN,TE,R.Kelly,00-0009119,"Reggie Kelly, TE"
2010,Richard Quinn,DEN,TE,R.Quinn,00-0027040,"Richard Quinn, TE"
2010,Rob Gronkowski,NE,TE,R.Gronkowski,00-0027656,"Rob Gronkowski, TE"
2010,Robert Royal,CLE,TE,R.Royal,00-0021273,"Robert Royal, TE"
2010,Ryan Purvis,TB,TE,R.Purvis,00-0026804,"Ryan Purvis, TE"
2010,Scott Chandler,BUF,TE,S.Chandler,00-0025516,"Scott Chandler, TE"
2010,Shawn Nelson,BUF,TE,S.Nelson,00-0027088,"Shawn Nelson, TE"
2010,Stephen Spach,ARI,TE,S.Spach,00-0023108,"Stephen Spach, TE"
2010,Todd Heap,BAL,TE,T.Heap,00-0020516,"Todd Heap, TE"
2010,Tom Crabtree,GB,TE,T.Crabtree,00-0026878,"Tom Crabtree, TE"
2010,Tony Gonzalez,ATL,TE,T.Gonzalez,00-0006101,"Tony Gonzalez, TE"
2010,Tony Moeaki,KC,TE,T.Moeaki,00-0027695,"Tony Moeaki, TE"
2010,Tony Scheffler,DET,TE,T.Scheffler,00-0024276,"Tony Scheffler, TE"
2010,Tory Humphrey,NO,TE,T.Humphrey,00-0023210,"Tory Humphrey, TE"
2010,Travis Beckum,NYG,TE,T.Beckum,00-0027070,"Travis Beckum, TE"
2010,Vernon Davis,SF,TE,V.Davis,00-0024221,"Vernon Davis, TE"
2010,Visanthe Shiancoe,MIN,TE,V.Shiancoe,00-0022054,"Visanthe Shiancoe, TE"
2010,Will Heller,DET,TE,W.Heller,00-0021756,"Will Heller, TE"
2010,Zach Miller,JAC,TE,Z.Miller,00-0027125,"Zach Miller, TE"
2010,Zach Miller,OAK,TE,Z.Miller,00-0025425,"Zach Miller, TE"
2010,Zach Potter,JAC,TE,Z.Potter,00-0026658,"Zach Potter, TE"
2011,A.J. Feeley,STL,QB,A.Feeley,00-0020305,"A.J. Feeley, QB"
2011,Aaron Rodgers,GB,QB,A.Rodgers,00-0023459,"Aaron Rodgers, QB"
2011,Alex Smith,SF,QB,A.Smith,00-0023436,"Alex Smith, QB"
2011,Andy Dalton,CIN,QB,A.Dalton,00-0027973,"Andy Dalton, QB"
2011,Ben Roethlisberger,PIT,QB,B.Roethlisberger,00-0022924,"Ben Roethlisberger, QB"
2011,Blaine Gabbert,JAC,QB,B.Gabbert,00-0027948,"Blaine Gabbert, QB"
2011,Brian Hoyer,NE,QB,B.Hoyer,00-0026625,"Brian Hoyer, QB"
2011,Bruce Gradkowski,CIN,QB,B.Gradkowski,00-0024408,"Bruce Gradkowski, QB"
2011,Caleb Hanie,CHI,QB,C.Hanie,00-0025970,"Caleb Hanie, QB"
2011,Cam Newton,CAR,QB,C.Newton,00-0027939,"Cam Newton, QB"
2011,Carson Palmer,OAK,QB,C.Palmer,00-0021429,"Carson Palmer, QB"
2011,Chad Henne,MIA,QB,C.Henne,00-0026197,"Chad Henne, QB"
2011,Charlie Batch,PIT,QB,C.Batch,00-0000865,"Charlie Batch, QB"
2011,Charlie Whitehurst,SEA,QB,C.Whitehurst,00-0024296,"Charlie Whitehurst, QB"
2011,Chase Daniel,NO,QB,C.Daniel,00-0026544,"Chase Daniel, QB"
2011,Chris Redman,ATL,QB,C.Redman,00-0019709,"Chris Redman, QB"
2011,Christian Ponder,MIN,QB,C.Ponder,00-0027950,"Christian Ponder, QB"
2011,Colin Kaepernick,SF,QB,C.Kaepernick,00-0027974,"Colin Kaepernick, QB"
2011,Colt McCoy,CLE,QB,C.McCoy,00-0027688,"Colt McCoy, QB"
2011,Curtis Painter,IND,QB,C.Painter,00-0027134,"Curtis Painter, QB"
2011,Dan Orlovsky,IND,QB,D.Orlovsky,00-0023578,"Dan Orlovsky, QB"
2011,Donovan McNabb,MIN,QB,D.McNabb,00-0011022,"Donovan McNabb, QB"
2011,Drew Brees,NO,QB,D.Brees,00-0020531,"Drew Brees, QB"
2011,Eli Manning,NYG,QB,E.Manning,00-0022803,"Eli Manning, QB"
2011,J.P. Losman,MIA,QB,J.Losman,00-0022912,"J.P. Losman, QB"
2011,Jake Delhomme,HOU,QB,J.Delhomme,00-0004161,"Jake Delhomme, QB"
2011,Jake Locker,TEN,QB,J.Locker,00-0027946,"Jake Locker, QB"
2011,Jason Campbell,OAK,QB,J.Campbell,00-0023460,"Jason Campbell, QB"
2011,Jay Cutler,CHI,QB,J.Cutler,00-0024226,"Jay Cutler, QB"
2011,Joe Flacco,BAL,QB,J.Flacco,00-0026158,"Joe Flacco, QB"
2011,Joe Webb,MIN,QB,J.Webb,00-0027796,"Joe Webb, QB"
2011,John Beck,WAS,QB,J.Beck,00-0025427,"John Beck, QB"
2011,John Skelton,ARI,QB,J.Skelton,00-0027754,"John Skelton, QB"
2011,Jon Kitna,DAL,QB,J.Kitna,00-0009311,"Jon Kitna, QB"
2011,Josh Freeman,TB,QB,J.Freeman,00-0026993,"Josh Freeman, QB"
2011,Josh Johnson,TB,QB,J.Johnson,00-0026300,"Josh Johnson, QB"
2011,Josh McCown,CHI,QB,J.McCown,00-0021206,"Josh McCown, QB"
2011,Kellen Clemens,STL,QB,K.Clemens,00-0024264,"Kellen Clemens, QB"
2011,Kerry Collins,IND,QB,K.Collins,00-0003292,"Kerry Collins, QB"
2011,Kevin Kolb,ARI,QB,K.Kolb,00-0025423,"Kevin Kolb, QB"
2011,Kyle Boller,OAK,QB,K.Boller,00-0022164,"Kyle Boller, QB"
2011,Kyle Orton,KC,QB,K.Orton,00-0023541,"Kyle Orton, QB"
2011,Luke McCown,JAC,QB,L.McCown,00-0022864,"Luke McCown, QB"
2011,Mark Brunell,NYJ,QB,M.Brunell,00-0002110,"Mark Brunell, QB"
2011,Mark Sanchez,NYJ,QB,M.Sanchez,00-0026898,"Mark Sanchez, QB"
2011,Matt Cassel,KC,QB,M.Cassel,00-0023662,"Matt Cassel, QB"
2011,Matt Flynn,GB,QB,M.Flynn,00-0026349,"Matt Flynn, QB"
2011,Matt Hasselbeck,TEN,QB,M.Hasselbeck,00-0007091,"Matt Hasselbeck, QB"
2011,Matt Leinart,HOU,QB,M.Leinart,00-0024225,"Matt Leinart, QB"
2011,Matt Moore,MIA,QB,M.Moore,00-0025708,"Matt Moore, QB"
2011,Matt Ryan,ATL,QB,M.Ryan,00-0026143,"Matt Ryan, QB"
2011,Matt Schaub,HOU,QB,M.Schaub,00-0022787,"Matt Schaub, QB"
2011,Matthew Stafford,DET,QB,M.Stafford,00-0026498,"Matthew Stafford, QB"
2011,Mike Kafka,PHI,QB,M.Kafka,00-0027722,"Mike Kafka, QB"
2011,Mike Vick,PHI,QB,M.Vick,00-0020245,"Mike Vick, QB"
2011,Philip Rivers,SD,QB,P.Rivers,00-0022942,"Philip Rivers, QB"
2011,Rex Grossman,WAS,QB,R.Grossman,00-0022121,"Rex Grossman, QB"
2011,Richard Bartel,ARI,QB,R.Bartel,00-0025749,"Richard Bartel, QB"
2011,Ryan Fitzpatrick,BUF,QB,R.Fitzpatrick,00-0023682,"Ryan Fitzpatrick, QB"
2011,Sam Bradford,STL,QB,S.Bradford,00-0027854,"Sam Bradford, QB"
2011,Seneca Wallace,CLE,QB,S.Wallace,00-0022055,"Seneca Wallace, QB"
2011,Shaun Hill,DET,QB,S.Hill,00-0020679,"Shaun Hill, QB"
2011,Stephen McGee,DAL,QB,S.McGee,00-0027071,"Stephen McGee, QB"
2011,T.J. Yates,HOU,QB,T.Yates,00-0028090,"T.J. Yates, QB"
2011,Tarvaris Jackson,SEA,QB,T.Jackson,00-0024279,"Tarvaris Jackson, QB"
2011,Tim Tebow,DEN,QB,T.Tebow,00-0027876,"Tim Tebow, QB"
2011,Tom Brady,NE,QB,T.Brady,00-0019596,"Tom Brady, QB"
2011,Tom Brandstater,STL,QB,T.Brandstater,00-0027121,"Tom Brandstater, QB"
2011,Tony Romo,DAL,QB,T.Romo,00-0021678,"Tony Romo, QB"
2011,Tyler Palko,KC,QB,T.Palko,00-0024812,"Tyler Palko, QB"
2011,Tyler Thigpen,BUF,QB,T.Thigpen,00-0025604,"Tyler Thigpen, QB"
2011,Tyrod Taylor,BAL,QB,T.Taylor,00-0028118,"Tyrod Taylor, QB"
2011,Vince Young,PHI,QB,V.Young,00-0024218,"Vince Young, QB"
2011,Aaron Brown,DET,RB,A.Brown,00-0027129,"Aaron Brown, RB"
2011,Adrian Peterson,MIN,RB,A.Peterson,00-0025394,"Adrian Peterson, RB"
2011,Ahmad Bradshaw,NYG,RB,A.Bradshaw,00-0025637,"Ahmad Bradshaw, RB"
2011,Ahmard Hall,TEN,FB,A.Hall,00-0024489,"Ahmard Hall, FB"
2011,Alex Green,GB,RB,A.Green,00-0028034,"Alex Green, RB"
2011,Alfonso Smith,ARI,RB,A.Smith,00-0027346,"Alfonso Smith, RB"
2011,Anthony Allen,BAL,RB,A.Allen,00-0028163,"Anthony Allen, RB"
2011,Anthony Dixon,SF,RB,A.Dixon,00-0027772,"Anthony Dixon, RB"
2011,Anthony Sherman,ARI,FB,A.Sherman,00-0028074,"Anthony Sherman, FB"
2011,Arian Foster,HOU,RB,A.Foster,00-0026796,"Arian Foster, RB"
2011,Armando Allen,CHI,RB,A.Allen,00-0028565,"Armando Allen, RB"
2011,Armond Smith,CLE,RB,A.Smith,00-0028706,"Armond Smith, RB"
2011,Beanie Wells,ARI,RB,B.Wells,00-0027007,"Beanie Wells, RB"
2011,Ben Tate,HOU,RB,B.Tate,00-0027890,"Ben Tate, RB"
2011,BenJarvus Green-Ellis,NE,RB,B.Green-Ellis,00-0025860,"BenJarvus Green-Ellis, RB"
2011,Bernard Scott,CIN,RB,B.Scott,00-0026941,"Bernard Scott, RB"
2011,Bilal Powell,NYJ,RB,B.Powell,00-0028064,"Bilal Powell, RB"
2011,Brandon Jacobs,NYG,RB,B.Jacobs,00-0023545,"Brandon Jacobs, RB"
2011,Brandon Saine,GB,RB,B.Saine,00-0028602,"Brandon Saine, RB"
2011,Brian Leonard,CIN,RB,B.Leonard,00-0025439,"Brian Leonard, RB"
2011,Brit Miller,STL,FB,B.Miller,00-0026712,"Brit Miller, FB"
2011,Brock Bolen,JAC,RB,B.Bolen,00-0026607,"Brock Bolen, RB"
2011,Bruce Miller,SF,FB,B.Miller,00-0028149,"Bruce Miller, FB"
2011,C.J. Spiller,BUF,RB,C.Spiller,00-0027861,"C.J. Spiller, RB"
2011,Cadillac Williams,STL,RB,C.Williams,00-0023440,"Cadillac Williams, RB"
2011,Cedric Benson,CIN,RB,C.Benson,00-0023439,"Cedric Benson, RB"
2011,Cedric Peerman,CIN,RB,C.Peerman,00-0026932,"Cedric Peerman, RB"
2011,Chauncey Washington,DAL,RB,C.Washington,00-0026353,"Chauncey Washington, RB"
2011,Chester Taylor,ARI,RB,C.Taylor,00-0021314,"Chester Taylor, RB"
2011,Chris Ivory,NO,RB,C.Ivory,00-0027531,"Chris Ivory, RB"
2011,Chris Johnson,TEN,RB,C.Johnson,00-0026164,"Chris Johnson, RB"
2011,Chris Ogbonnaya,CLE,RB,C.Ogbonnaya,00-0027140,"Chris Ogbonnaya, RB"
2011,Curtis Brinkley,SD,RB,C.Brinkley,00-0026745,"Curtis Brinkley, RB"
2011,D.J. Ware,NYG,RB,D.Ware,00-0024559,"D.J. Ware, RB"
2011,Da'Rel Scott,NYG,RB,D.Scott,00-0028159,"Da'Rel Scott, RB"
2011,Daniel Thomas,MIA,RB,D.Thomas,00-0028000,"Daniel Thomas, RB"
2011,Danny Woodhead,NE,RB,D.Woodhead,00-0026019,"Danny Woodhead, RB"
2011,Darrel Young,WAS,FB,D.Young,00-0026852,"Darrel Young, FB"
2011,Darren McFadden,OAK,RB,D.McFadden,00-0026144,"Darren McFadden, RB"
2011,Darren Sproles,NO,RB,D.Sproles,00-0023564,"Darren Sproles, RB"
2011,DeAngelo Williams,CAR,RB,D.Williams,00-0024242,"DeAngelo Williams, RB"
2011,Deji Karim,JAC,RB,D.Karim,00-0027779,"Deji Karim, RB"
2011,Delone Carter,IND,RB,D.Carter,00-0028057,"Delone Carter, RB"
2011,DeMarco Murray,DAL,RB,D.Murray,00-0028009,"DeMarco Murray, RB"
2011,Derrick Ward,HOU,RB,D.Ward,00-0022770,"Derrick Ward, RB"
2011,Dexter McCluster,KC,RB,D.McCluster,00-0027651,"Dexter McCluster, RB"
2011,Dion Lewis,PHI,RB,D.Lewis,00-0028087,"Dion Lewis, RB"
2011,Donald Brown,IND,RB,D.Brown,00-0027003,"Donald Brown, RB"
2011,DuJuan Harris,JAC,RB,D.Harris,00-0028409,"DuJuan Harris, RB"
2011,Earnest Graham,TB,RB,E.Graham,00-0021755,"Earnest Graham, RB"
2011,Evan Royster,WAS,RB,E.Royster,00-0028115,"Evan Royster, RB"
2011,Felix Jones,DAL,RB,F.Jones,00-0026162,"Felix Jones, RB"
2011,Frank Gore,SF,RB,F.Gore,00-0023500,"Frank Gore, RB"
2011,Fred Jackson,BUF,RB,F.Jackson,00-0024204,"Fred Jackson, RB"
2011,Greg Jones,JAC,FB,G.Jones,00-0022897,"Greg Jones, FB"
2011,Isaac Redman,PIT,RB,I.Redman,00-0026566,"Isaac Redman, RB"
2011,Jackie Battle,KC,RB,J.Battle,00-0025701,"Jackie Battle, RB"
2011,Jacob Hester,SD,FB,J.Hester,00-0026209,"Jacob Hester, FB"
2011,Jacquizz Rodgers,ATL,RB,J.Rodgers,00-0028083,"Jacquizz Rodgers, RB"
2011,Jahvid Best,DET,RB,J.Best,00-0027880,"Jahvid Best, RB"
2011,Jamaal Charles,KC,RB,J.Charles,00-0026213,"Jamaal Charles, RB"
2011,James Starks,GB,RB,J.Starks,00-0027791,"James Starks, RB"
2011,Jamie Harper,TEN,RB,J.Harper,00-0028068,"Jamie Harper, RB"
2011,Jason Snelling,ATL,RB,J.Snelling,00-0025631,"Jason Snelling, RB"
2011,Javon Ringer,TEN,RB,J.Ringer,00-0027120,"Javon Ringer, RB"
2011,Jed Collins,NO,FB,J.Collins,00-0026072,"Jed Collins, FB"
2011,Jeremiah Johnson,DEN,RB,J.Johnson,00-0026799,"Jeremiah Johnson, RB"
2011,Jerious Norwood,STL,RB,J.Norwood,00-0024294,"Jerious Norwood, RB"
2011,Jerome Harrison,DET,RB,J.Harrison,00-0024359,"Jerome Harrison, RB"
2011,Joe McKnight,NYJ,RB,J.McKnight,00-0027712,"Joe McKnight, RB"
2011,John Clay,PIT,RB,J.Clay,00-0028208,"John Clay, RB"
2011,John Conner,NYJ,FB,J.Conner,00-0027739,"John Conner, FB"
2011,John Kuhn,GB,FB,J.Kuhn,00-0022999,"John Kuhn, FB"
2011,Johnny White,BUF,RB,J.White,00-0028071,"Johnny White, RB"
2011,Jonathan Dwyer,PIT,RB,J.Dwyer,00-0027786,"Jonathan Dwyer, RB"
2011,Jonathan Stewart,CAR,RB,J.Stewart,00-0026153,"Jonathan Stewart, RB"
2011,Joseph Addai,IND,RB,J.Addai,00-0024245,"Joseph Addai, RB"
2011,Josh Vaughan,CAR,RB,J.Vaughan,00-0026644,"Josh Vaughan, RB"
2011,Justin Forsett,SEA,RB,J.Forsett,00-0026373,"Justin Forsett, RB"
2011,Kahlil Bell,CHI,RB,K.Bell,00-0026579,"Kahlil Bell, RB"
2011,Keiland Williams,DET,RB,K.Williams,00-0027214,"Keiland Williams, RB"
2011,Kendall Hunter,SF,RB,K.Hunter,00-0028053,"Kendall Hunter, RB"
2011,Kevin Faulk,NE,RB,K.Faulk,00-0005091,"Kevin Faulk, RB"
2011,Kevin Smith,DET,RB,K.Smith,00-0026204,"Kevin Smith, RB"
2011,Knowshon Moreno,DEN,RB,K.Moreno,00-0026988,"Knowshon Moreno, RB"
2011,Kregg Lumpkin,TB,RB,K.Lumpkin,00-0026029,"Kregg Lumpkin, RB"
2011,LaDainian Tomlinson,NYJ,RB,L.Tomlinson,00-0020536,"LaDainian Tomlinson, RB"
2011,Lance Ball,DEN,RB,L.Ball,00-0026432,"Lance Ball, RB"
2011,LaRod Stephens-Howling,ARI,RB,L.Stephens-Howling,00-0026956,"LaRod Stephens-Howling, RB"
2011,Larry Johnson,MIA,RB,L.Johnson,00-0021976,"Larry Johnson, RB"
2011,Lawrence Vickers,HOU,FB,L.Vickers,00-0024394,"Lawrence Vickers, FB"
2011,Le'Ron McClain,KC,FB,L.McClain,00-0025524,"Le'Ron McClain, FB"
2011,LeGarrette Blount,TB,RB,L.Blount,00-0027325,"LeGarrette Blount, RB"
2011,Leon Washington,SEA,RB,L.Washington,00-0024332,"Leon Washington, RB"
2011,LeSean McCoy,PHI,RB,L.McCoy,00-0027029,"LeSean McCoy, RB"
2011,Lex Hilliard,MIA,FB,L.Hilliard,00-0026344,"Lex Hilliard, FB"
2011,Lorenzo Booker,MIN,RB,L.Booker,00-0025458,"Lorenzo Booker, RB"
2011,Manase Tonga,OAK,FB,M.Tonga,00-0027412,"Manase Tonga, FB"
2011,Marcel Reece,OAK,FB,M.Reece,00-0026393,"Marcel Reece, FB"
2011,Marion Barber,CHI,RB,M.Barber,00-0023544,"Marion Barber, RB"
2011,Mark Ingram,NO,RB,M.Ingram,00-0027966,"Mark Ingram, RB"
2011,Marshawn Lynch,SEA,RB,M.Lynch,00-0025399,"Marshawn Lynch, RB"
2011,Matt Forte,CHI,RB,M.Forte,00-0026184,"Matt Forte, RB"
2011,Maurice Jones-Drew,JAC,RB,M.Jones-Drew,00-0024275,"Maurice Jones-Drew, RB"
2011,Maurice Morris,DET,RB,M.Morris,00-0021182,"Maurice Morris, RB"
2011,Mewelde Moore,PIT,RB,M.Moore,00-0022217,"Mewelde Moore, RB"
2011,Michael Bush,OAK,RB,M.Bush,00-0025487,"Michael Bush, RB"
2011,Michael Robinson,SEA,FB,M.Robinson,00-0024315,"Michael Robinson, FB"
2011,Michael Turner,ATL,RB,M.Turner,00-0022821,"Michael Turner, RB"
2011,Mike Tolbert,SD,RB,M.Tolbert,00-0026069,"Mike Tolbert, RB"
2011,Montario Hardesty,CLE,RB,M.Hardesty,00-0027666,"Montario Hardesty, RB"
2011,Montell Owens,JAC,RB,M.Owens,00-0024103,"Montell Owens, RB"
2011,Mossis Madu,TB,RB,M.Madu,00-0028574,"Mossis Madu, RB"
2011,Ovie Mughelli,ATL,FB,O.Mughelli,00-0022143,"Ovie Mughelli, FB"
2011,Owen Marecic,CLE,FB,O.Marecic,00-0028062,"Owen Marecic, FB"
2011,Owen Schmitt,PHI,FB,O.Schmitt,00-0026303,"Owen Schmitt, FB"
2011,Peyton Hillis,CLE,RB,P.Hillis,00-0026367,"Peyton Hillis, RB"
